tipo_de_propiedad,lugar,lat-lon,precio,moneda,precio_aprox_local,precio_aprox_usd,superficie_total_en_m2,superficie_cubierta_en_m2,precio_por_m2_usd,precio_por_m2,lat,lon
Apartamento,Miguel Hidalgo,"19.3883217,-99.1862188",1100000,MXN,1090307.49,57968.87,24,73,2415.369583,15068.49315,19.3883217,-99.1862188
Apartamento,Cuauhtémoc,"19.414597,-99.156686",4185000,MXN,4147141.27,220492.93,80,80,2756.1616249999997,52312.5,19.414597,-99.156686
Apartamento,Miguel Hidalgo,"19.399028,-99.175227",1980000,MXN,1962088.23,104319.23,127,127,821.4112598425196,15590.55118,19.399028,-99.175227
Casa,Álvaro Obregón,"19.390806,-99.195413",28500000,MXN,28248878.68,1501920.87,420,460,3576.002071,61956.52174,19.390806,-99.195413
Casa,Cuauhtémoc,"19.4615578,-99.130454",4300000,MXN,4262111.42,226605.6,300,308,755.352,13961.03896,19.4615578,-99.130454
Apartamento,Benito Juárez,"19.362864,-99.173988",1542000,MXN,1528050.5,81242.55,95,95,855.1847368421053,16231.57895,19.362864,-99.173988
Casa,Miguel Hidalgo,"19.407269,-99.190754",13500000,MXN,13381047.76,711436.2,153,153,4649.909803921569,88235.29412,19.407269,-99.190754
Casa,Cuajimalpa,"19.364245,-99.302638",1200000,MXN,1189144.46,63223.78,180,180,351.24322222222224,6666.666667,19.364245,-99.302638
Casa,Cuauhtémoc,"19.462588021,-99.1328519441",4400000,MXN,4361230.34,231875.5,240,388,966.1479167,11340.20619,19.46258802,-99.13285194
Apartamento,Azcapotzalco,"19.472155,-99.161186",1785000,MXN,1768852.34,94045.37,65,65,1446.851846153846,27461.53846,19.472155,-99.161186
Casa,Azcapotzalco,"19.469769,-99.157379",1300000,MXN,1288239.68,68492.42,96,96,713.4627083333334,13541.66667,19.469769,-99.157379
Apartamento,Coyoacán,"19.3152718515,-99.1075855494",1880000,MXN,1863434.64,99074.07,133,133,744.9178195488722,14135.33835,19.31527185,-99.10758555
Apartamento,Iztapalapa,"19.391754,-99.056058",720000,MXN,713486.52,37934.26,56,56,677.3975,12857.14286,19.391754,-99.056058
Casa,Tlalpan,"19.277746,-99.167284",3570000,MXN,3537704.68,188090.74,130,130,1446.851846153846,27461.53846,19.277746,-99.167284
Apartamento,Álvaro Obregón,"19.3634214999,-99.2763233185",9000000,MXN,8918583.49,474178.35,188,188,2522.225266,47872.34043,19.3634215,-99.27632332
Apartamento,Gustavo A Madero,"19.493973,-99.130394",2007000,MXN,1988844.08,105741.77,60,60,1762.3628333333334,33450,19.493973,-99.130394
Apartamento,Álvaro Obregón,"19.390806,-99.195413",700000,MXN,693667.44,36880.53,75,75,491.74039999999997,9333.333333,19.390806,-99.195413
Apartamento,Cuauhtémoc,"19.415513,-99.179369",3150000,MXN,3121504.17,165962.42,37,37,4485.470810810812,85135.13514,19.415513,-99.179369
Apartamento,Benito Juárez,"19.383446,-99.137643",1350000,MXN,1337787.47,71126.75,70,70,1016.0964285714285,19285.71429,19.383446,-99.137643
Apartamento,Miguel Hidalgo,"19.428324,-99.176337",3325929,MXN,3295841.66,175231.5,100,100,1752.315,33259.29,19.428324,-99.176337
Apartamento,Coyoacán,"19.324386,-99.124228",1007840,MXN,998959.49,53112.13,75,75,708.1617333333332,13437.86667,19.324386,-99.124228
Apartamento,Venustiano Carranza,"19.452689,-99.117987",515000,MXN,510340.99,27133.53,60,60,452.22549999999995,8583.333333,19.452689,-99.117987
Casa,Gustavo A Madero,"19.476545,-99.066788",2400000,MXN,2378288.93,126447.56,190,280,665.5134737,8571.428571,19.476545,-99.066788
Apartamento,Iztapalapa,"19.3915,-99.038137",955000,MXN,946585.15,50327.52,72,72,698.9933333333333,13263.88889,19.3915,-99.038137
Apartamento,Cuauhtémoc,"19.4070717,-99.1621603",6300000,MXN,6243008.35,331924.84,128,128,2593.162813,49218.75,19.4070717,-99.1621603
Apartamento,Coyoacán,"19.3428273,-99.1522157",3600000,MXN,3568279.4,189716.32,180,180,1053.979556,20000,19.3428273,-99.1522157
Casa,Álvaro Obregón,"19.3396614,-99.2373007",7200000,MXN,7134866.79,379342.68,220,220,1724.284909,32431.212681818182,19.3396614,-99.2373007
Casa,Álvaro Obregón,"19.342911,-99.224472",706447,MXN,700222.21,37229.03,395,395,94.25070886075949,1788.473418,19.342911,-99.224472
Apartamento,Miguel Hidalgo,"19.449148,-99.175534",3299500,MXN,3269651.77,173839.05,122,122,1424.9102459016392,27045.08197,19.449148,-99.175534
Apartamento,Venustiano Carranza,"19.436264,-99.099608",1869600,MXN,1852687.09,98502.65,89,89,1106.7713483146067,21006.74157,19.436264,-99.099608
Apartamento,Benito Juárez,"19.3866412,-99.1805935",5000000,MXN,5090642.78,270656.5,104,104,2602.466346,48948.48826923077,19.3866412,-99.1805935
Apartamento,Venustiano Carranza,"19.422676,-99.097893",350000,MXN,346916.01,18444.64,60,60,307.41066666666666,5833.333333,19.422676,-99.097893
Apartamento,Coyoacán,"19.3049333,-99.1836755",5450000,MXN,5401978.56,287209.43,180,180,1595.607944,30277.77778,19.3049333,-99.1836755
Apartamento,Iztacalco,"19.395901,-99.097612",885112,MXN,877104.86,46633.43,64,64,728.6473438,13829.875,19.395901,-99.097612
Apartamento,Venustiano Carranza,"19.457685,-99.121754",612666,MXN,607123.52,32279.21,70,70,461.1315714285714,8752.371429,19.457685,-99.121754
Apartamento,Benito Juárez,"19.382013,-99.188522",4819650,MXN,4776050.11,253930.41,136,136,1867.135367647059,35438.60294,19.382013,-99.188522
Apartamento,Azcapotzalco,"19.511198,-99.200576",736000,MXN,729341.9,38777.25,65,65,596.5730769230769,11323.07692,19.511198,-99.200576
Apartamento,Iztapalapa,"19.3916358,-99.0557268",645000,MXN,639316.71,33990.84,47,47,723.2093617021276,13723.40426,19.3916358,-99.0557268
Casa,Magdalena Contreras,"19.306983,-99.1804",1117000,MXN,1106895.27,58850.8,72,72,817.3722222222223,15513.88889,19.306983,-99.1804
Apartamento,Benito Juárez,"19.371992,-99.157853",2800000,MXN,2774670.35,147522.15,85,85,1735.554705882353,32941.17647,19.371992,-99.157853
Apartamento,Tlalpan,"19.3024064,-99.2018433",5000000,MXN,4955943.63,263494.89,120,120,2195.79075,41666.66667,19.3024064,-99.2018433
Casa,Álvaro Obregón,"19.3228543,-99.2059887",20600000,MXN,20418487.85,1085598.95,800,660,1356.998688,31212.12121,19.3228543,-99.2059887
Apartamento,Miguel Hidalgo,"19.404918,-99.1978",494000,MXN,489531.08,26027.12,60,60,433.7853333333333,8233.333333,19.404918,-99.1978
Apartamento,Miguel Hidalgo,"19.437991,-99.188609",7350000,MXN,7283509.8,387245.65,115,115,3367.353478,63913.04348,19.437991,-99.188609
Apartamento,Iztacalco,"19.402752,-99.098587",560000,MXN,554934.07,29504.43,45,45,655.654,12444.44444,19.402752,-99.098587
Casa,Álvaro Obregón,"19.33981,-99.216052",4950000,MXN,4905220.87,260798.09,272,272,958.8165073529411,18198.52941,19.33981,-99.216052
Apartamento,Benito Juárez,"19.396893,-99.152302",1630000,MXN,1615254.41,85878.96,78,78,1101.0123076923078,20897.4359,19.396893,-99.152302
Apartamento,Cuauhtémoc,"19.443178,-99.144234",810000,MXN,802672.48,42676.05,58,58,735.7939655172414,13965.51724,19.443178,-99.144234
Apartamento,Gustavo A Madero,"19.4873329,-99.1236134",350000,MXN,346916.01,18444.64,45,45,409.8808889,7777.777778,19.4873329,-99.1236134
Apartamento,Tláhuac,"19.270566,-99.004846",368000,MXN,364757.37,19393.22,45,45,430.9604444444445,8177.777778,19.270566,-99.004846
Apartamento,Cuajimalpa,"19.357350,-99.299792",742600,USD,13967192.1,742600,285,285,2605.614035,2605.614035,19.35735,-99.299792
Casa,Gustavo A Madero,"19.482945,-99.113471",4000000,MXN,3963814.82,210745.93,180,226,1170.810722,17699.11504,19.482945,-99.113471
Apartamento,Benito Juárez,"19.397686,-99.161395",2303333,MXN,2282496.3,121354.51,75,75,1618.0601333333332,30711.10667,19.397686,-99.161395
Casa,Álvaro Obregón,"19.365271,-99.232466",3000000,MXN,2972861.16,158059.45,220,220,718.4520454545456,13636.36364,19.365271,-99.232466
Apartamento,Cuauhtémoc,"19.4555330491,-99.1633956134",1520700,MXN,1507300.58,80139.33,50,50,1602.7866000000001,30414,19.45553305,-99.16339561
Apartamento,Miguel Hidalgo,"23.634501,-102.552788",13830000,MXN,13704890.07,728654.07,167,167,4363.198023952095,82814.37126,23.634501,-102.552788
Apartamento,Cuauhtémoc,"19.448187,-99.161176",645000,MXN,639165.11,33982.78,70,70,485.4682857142857,9214.285714,19.448187,-99.161176
Apartamento,Benito Juárez,"19.386821,-99.164805",2974327,MXN,2947420.41,156706.83,70,70,2238.669,42490.38571,19.386821,-99.164805
Casa,Coyoacán,"19.3393661,-99.1455392",4000000,MXN,3964754.87,210795.91,94,232,2242.509681,17241.37931,19.3393661,-99.1455392
Apartamento,Cuauhtémoc,"19.461306,-99.127826",1140000,MXN,1129955.05,60076.83,67,67,896.6691045,17014.92537,19.461306,-99.127826
Apartamento,Iztacalco,"19.419427,-99.067675",839000,MXN,831409.99,44203.95,50,50,884.079,16780,19.419427,-99.067675
Apartamento,Benito Juárez,"19.384365,-99.156091",3160000,MXN,3131413.62,166489.28,70,70,2378.4182857142855,45142.85714,19.384365,-99.156091
Casa,Benito Juárez,"19.38155587,-99.1729466245",14850000,MXN,14719152.54,782579.82,384,629,2037.968281,23608.90302,19.38155587,-99.17294662
Casa,Gustavo A Madero,"19.473623,-99.124863",3020000,MXN,2992680.24,159113.18,400,400,397.78294999999997,7550,19.473623,-99.124863
Apartamento,Cuauhtémoc,"19.416847,-99.154596",1235333,MXN,1224448.02,65100.78,340,340,191.47288235294118,3633.332353,19.416847,-99.154596
Apartamento,Tlalpan,"19.194247,-99.141976",980000,MXN,971134.57,51632.75,63,63,819.5674603174604,15555.55556,19.194247,-99.141976
Casa,Álvaro Obregón,"19.364233,-99.243773",2360000,MXN,2338650.77,124340.1,115,115,1081.2182608695653,20521.73913,19.364233,-99.243773
Apartamento,Coyoacán,"19.3338880248,-99.151327014",2493750,MXN,2471776.76,131418.07,94,94,1398.064574,26529.25532,19.33388802,-99.15132701
Casa,Magdalena Contreras,"19.325355,-99.232561",5820000,MXN,5767350.6,306635.33,136,136,2254.671544117647,42794.11765,19.325355,-99.232561
Apartamento,Azcapotzalco,"19.474223,-99.18722",1550000,MXN,1535978.09,81664.04,67,67,1218.8662686567163,23134.32836,19.474223,-99.18722
Apartamento,Miguel Hidalgo,"19.4032833,-99.1821858",6459820,MXN,6401382.69,340345.2,108,108,3151.344444,59813.14815,19.4032833,-99.1821858
Apartamento,Benito Juárez,"19.3825040623,-99.1580399126",2600000,MXN,2577090.63,137017.34,78,78,1756.632564,33333.33333,19.38250406,-99.15803991
Apartamento,Cuauhtémoc,"19.408697,-99.181012",3900000,MXN,3865635.95,205526.01,122,122,1684.6394262295082,31967.21311,19.408697,-99.181012
Apartamento,Azcapotzalco,"19.489901,-99.192497",812800,MXN,805447.11,42823.57,75,75,570.9809333333334,10837.33333,19.489901,-99.192497
Casa,Iztapalapa,"19.325894,-99.059696",655720,MXN,649942.2,34555.77,57,57,606.2415789473683,11503.85965,19.325894,-99.059696
Casa,Álvaro Obregón,"19.353921,-99.190427",28000000,MXN,27746704.33,1475221.54,750,750,1966.9620533333334,37333.33333,19.353921,-99.190427
Apartamento,Benito Juárez,"19.39177,-99.159996",1771066,MXN,1755460.5,93333.36,90,90,1037.0373333333334,19678.51111,19.39177,-99.159996
Apartamento,Iztacalco,"19.385994,-99.106613",1050000,MXN,1040501.26,55320.8,64,64,864.3875,16406.25,19.385994,-99.106613
Casa,Álvaro Obregón,"19.341894,-99.224525",15000000,MXN,14867830.91,790484.67,500,500,1580.96934,30000,19.341894,-99.224525
Apartamento,Iztacalco,"19.368808,-99.112954",2200000,MXN,2180098.12,115910.26,83,83,1396.509156626506,26506.0241,19.368808,-99.112954
Apartamento,Cuauhtémoc,"19.404661,-99.133858",1500000,MXN,1486430.48,79029.72,50,50,1580.5944,30000,19.404661,-99.133858
Apartamento,Coyoacán,"19.30241,-99.109299",895700,MXN,887597.18,47191.28,66,66,715.0193939393939,13571.21212,19.30241,-99.109299
Apartamento,Miguel Hidalgo,"19.455894,-99.18355",673333,MXN,667241.69,35475.54,60,60,591.259,11222.21667,19.455894,-99.18355
Apartamento,Miguel Hidalgo,"19.440935,-99.188522",3970000,MXN,3934086.29,209165.34,51,51,4101.281176470588,77843.13725,19.440935,-99.188522
Apartamento,Cuauhtémoc,"19.41498,-99.177444",4500000,MXN,4459291.65,237089.17,120,120,1975.7430833333335,37500,19.41498,-99.177444
Casa,Miguel Hidalgo,"19.417168,-99.230481",6491333,MXN,6434136,342086.61,230,230,1487.3330869565216,28223.18696,19.417168,-99.230481
Apartamento,Iztapalapa,"19.383948,-99.067884",480186,MXN,475842.07,25299.31,80,80,316.241375,6002.325,19.383948,-99.067884
Apartamento,Benito Juárez,"19.368182,-99.176664",3885000,MXN,3849855.06,204686.98,121,121,1691.6279338842976,32107.43802,19.368182,-99.176664
Casa,Coyoacán,"19.353813,-99.163605",15000000,MXN,14864305.82,790297.25,328,328,2409.4428353658536,45731.70732,19.353813,-99.163605
Apartamento,Benito Juárez,"19.372684,-99.183678",2700000,MXN,2675574.95,142253.5,55,55,2586.427272727273,49090.90909,19.372684,-99.183678
Casa,Iztapalapa,"19.357477,-99.075537",1180027,MXN,1169352.09,62171.47,148,148,420.0775,7973.155405,19.357477,-99.075537
Casa,Tlalpan,"19.3402891,-99.1989148",7275000,MXN,7209188.2,383294.16,237,237,1617.2749367088607,30696.20253,19.3402891,-99.1989148
Apartamento,Venustiano Carranza,"19.422817,-99.058911",521690,MXN,516970.61,27486.01,50,50,549.7202,10433.8,19.422817,-99.058911
Casa,Magdalena Contreras,"19.315818,-99.227843",8850000,MXN,8772020.14,466385.95,270,270,1727.3553703703703,32777.77778,19.315818,-99.227843
Casa,Gustavo A Madero,"19.480841,-99.067085",1947600,MXN,1929981.37,102612.19,250,250,410.44876,7790.4,19.480841,-99.067085
Apartamento,Álvaro Obregón,"19.331932,-99.246689",5144316,MXN,5097779.1,271035.92,106,106,2556.942641509434,48531.28302,19.331932,-99.246689
Apartamento,Tláhuac,"19.2990233,-99.0436467",1013300,MXN,1004371.45,53399.87,60,60,889.9978333333333,16888.33333,19.2990233,-99.0436467
Apartamento,Coyoacán,"19.347664,-99.125001",1623333,MXN,1608647.74,85527.7,110,110,777.5245454545454,14757.57273,19.347664,-99.125001
Apartamento,Benito Juárez,"19.381729,-99.164986",8441000,MXN,8364640.25,444726.6,220,314,2021.484545,26882.16561,19.381729,-99.164986
Apartamento,Miguel Hidalgo,"19.399689,-99.188522",819600,MXN,812185.63,43181.84,45,45,959.5964444444444,18213.33333,19.399689,-99.188522
Apartamento,Gustavo A Madero,"19.492992,-99.149765",2000000,MXN,1981907.31,105372.96,58,58,1816.7751724137931,34482.75862,19.492992,-99.149765
Casa,Miguel Hidalgo,"19.423365,-99.224539",6491333,MXN,6434136,342086.61,426,426,803.0202112676056,15237.87089,19.423365,-99.224539
Apartamento,Benito Juárez,"19.3596034,-99.1514055",2862800,MXN,2836902.23,150830.86,73,73,2066.1761643835616,39216.43836,19.3596034,-99.1514055
Casa,Cuajimalpa,"19.360048,-99.299593",1664227,MXN,1649563,87703.06,220,220,398.6502727272727,7564.668182,19.360048,-99.299593
Apartamento,Benito Juárez,"19.381729,-99.164986",2700000,MXN,2675574.95,142253.5,82,82,1734.7987804878048,32926.82927,19.381729,-99.164986
Apartamento,Benito Juárez,"19.39365,-99.14769",5101200,MXN,5055053.14,268764.29,101,101,2661.0325742574255,50506.93069,19.39365,-99.14769
Casa,Cuauhtémoc,"19.41821,-99.152376",1630000,MXN,1615637.54,85899.33,218,218,394.0336239,7477.06422,19.41821,-99.152376
Casa,Coyoacán,"19.3126089706,-99.1228191555",1954150,MXN,1936472.18,102957.29,120,141,857.9774167,13859.21986,19.31260897,-99.12281916
Apartamento,Coyoacán,"19.322523,-99.141464",2850000,MXN,2824217.96,150156.47,78,78,1925.0829487179487,36538.46154,19.322523,-99.141464
Apartamento,Cuauhtémoc,"19.446253,-99.157519",610000,MXN,604481.67,32138.75,66,66,486.95075757575756,9242.424242,19.446253,-99.157519
Apartamento,Benito Juárez,"19.367931,-99.170262",2290000,MXN,2269283.89,120652.04,120,120,1005.4336666666666,19083.33333,19.367931,-99.170262
Apartamento,Benito Juárez,"19.364891,-99.148384",2667200,MXN,2643071.6,140525.38,61,61,2303.6947540983606,43724.59016,19.364891,-99.148384
Apartamento,Benito Juárez,"19.394358,-99.177444",3300000,MXN,3270147.18,173865.39,100,100,1738.6539000000002,33000,19.394358,-99.177444
Apartamento,Benito Juárez,"19.383599,-99.190834",770000,MXN,763034.32,40568.59,53,53,765.4450943396225,14528.30189,19.383599,-99.190834
Casa,Magdalena Contreras,"19.272198,-99.220178",780323,MXN,773447.27,41122.22,70,70,587.4602857142858,11147.47143,19.272198,-99.220178
Apartamento,Iztapalapa,"19.3305971,-99.0536536",1400000,MXN,1387664.04,73778.56,98,98,752.842449,14159.837142857143,19.3305971,-99.0536536
Apartamento,Cuajimalpa,"19.3503274,-99.2989735",5107882,MXN,5062875.03,269180.16,117,117,2300.685128,43657.11111,19.3503274,-99.2989735
Apartamento,Iztacalco,"19.383251,-99.105499",722000,MXN,715468.56,38039.64,74,74,514.0491891891892,9756.756757,19.383251,-99.105499
Apartamento,Cuauhtémoc,"19.427118,-99.141954",880000,MXN,872039.17,46364.1,90,90,515.1566666666666,9777.777778,19.427118,-99.141954
Apartamento,Benito Juárez,"19.39912,-99.141464",2659530,MXN,2635471.09,140121.28,62,62,2260.0206451612903,42895.64516,19.39912,-99.141464
Apartamento,Benito Juárez,"19.398983,-99.154034",1143333,MXN,1132989.99,60238.19,80,80,752.977375,14291.6625,19.398983,-99.154034
Apartamento,Magdalena Contreras,"19.315498,-99.220634",3999744,MXN,4072253.53,216511.34,69,69,3137.845507,59018.167101449275,19.315498,-99.220634
Apartamento,Benito Juárez,"19.387131,-99.147493",2350000,MXN,2328741.13,123813.23,90,90,1375.7025555555556,26111.11111,19.387131,-99.147493
Apartamento,Benito Juárez,"19.384371,-99.135965",1710000,MXN,1694530.74,90093.88,90,90,1001.0431111111112,19000,19.384371,-99.135965
Apartamento,Benito Juárez,"19.39557,-99.132937",1603500,MXN,1588994.17,84482.77,75,75,1126.4369333333334,21380,19.39557,-99.132937
Apartamento,Cuauhtémoc,"19.4151638,-99.1789099",4756000,MXN,4842219.35,257448.46,66,66,3900.734242,73366.95984848484,19.4151638,-99.1789099
Casa,Gustavo A Madero,"19.482945,-99.113471",4500000,MXN,4459291.65,237089.17,160,160,1481.807313,28125,19.482945,-99.113471
Apartamento,Miguel Hidalgo,"19.400249,-99.177444",1980000,MXN,1962553.55,104343.97,127,127,821.606063,15590.55118,19.400249,-99.177444
Apartamento,Benito Juárez,"19.383446,-99.137643",1301030,MXN,1289260.41,68546.69,64,64,1071.042031,20328.59375,19.383446,-99.137643
Apartamento,Miguel Hidalgo,"19.434723,-99.175887",2501000,MXN,2478962.93,131800.14,85,85,1550.5898823529412,29423.52941,19.434723,-99.175887
Casa,Xochimilco,"19.263462,-99.104913",12000000,MXN,11894264.61,632387.73,711,290,889.4342194,41379.31034,19.263462,-99.104913
Apartamento,Benito Juárez,"19.382649,-99.143384",839000,MXN,831409.99,44203.95,70,70,631.485,11985.71429,19.382649,-99.143384
Apartamento,Venustiano Carranza,"19.406759,-99.125172",630500,MXN,624796.17,33218.82,54,54,615.1633333333333,11675.92593,19.406759,-99.125172
Casa,Álvaro Obregón,"19.355921,-99.180214",14000000,MXN,13876642.15,737785.69,177,400,4168.280734,35000,19.355921,-99.180214
Apartamento,Miguel Hidalgo,"19.433077,-99.198212",2513000,USD,47265760.5,2513000,349,349,7200.5730659025785,7200.573066,19.433077,-99.198212
Apartamento,Azcapotzalco,"19.49662,-99.185876",904000,MXN,895822.14,47628.58,60,60,793.8096666666667,15066.66667,19.49662,-99.185876
Apartamento,Benito Juárez,"19.39617,-99.13791",880000,MXN,872246.06,46375.1,70,70,662.5014285714285,12571.42857,19.39617,-99.13791
Apartamento,Benito Juárez,"19.394358,-99.177444",5896303,MXN,5844349.02,310729.14,121,121,2568.009421,48729.77686,19.394358,-99.177444
Casa,Cuajimalpa,"23.634501,-102.552788",3000000,MXN,2972861.16,158059.45,150,150,1053.7296666666668,20000,23.634501,-102.552788
Apartamento,Miguel Hidalgo,"19.401079,-99.24807",950000,USD,17868075,950000,420,420,2261.904761904762,2261.904762,19.401079,-99.24807
Apartamento,Benito Juárez,"19.39177,-99.159996",3300000,MXN,3270147.18,173865.39,127,127,1369.0188188976379,25984.25197,19.39177,-99.159996
Apartamento,Benito Juárez,"19.370046,-99.146155",1500000,MXN,1486430.48,79029.72,65,65,1215.841846153846,23076.92308,19.370046,-99.146155
Casa,Gustavo A Madero,"19.523924,-99.151918",4500000,MXN,4459291.65,237089.17,296,296,800.9769256756757,15202.7027,19.523924,-99.151918
Apartamento,Benito Juárez,"19.3618265,-99.1542053",3650000,MXN,3616981,192305.66,85,85,2262.419529411765,42941.17647,19.3618265,-99.1542053
Casa,Álvaro Obregón,"19.35667,-99.235854",1730000,MXN,1714349.82,91147.61,90,90,1012.7512222222223,19222.22222,19.35667,-99.235854
Apartamento,Iztapalapa,"19.308573,-99.07088",982610,MXN,973720.93,51770.26,110,110,470.6387272727273,8932.818182,19.308573,-99.07088
Apartamento,Álvaro Obregón,"19.359901,-99.189606",891000,MXN,883148.97,46954.78,60,60,782.5796666666666,14850,19.359901,-99.189606
Apartamento,Cuauhtémoc,"19.417364,-99.159454",3600000,MXN,3567433.39,189671.34,89,89,2131.138651685393,40449.4382,19.417364,-99.159454
Apartamento,Cuauhtémoc,"19.427754,-99.171109",1510000,MXN,1496340.12,79556.59,80,80,994.457375,18875,19.427754,-99.171109
Apartamento,Benito Juárez,"19.396705,-99.181902",1471600,MXN,1458287.33,77533.42,85,85,912.1578823529411,17312.94118,19.396705,-99.181902
Casa,Xochimilco,"19.263462,-99.104913",1849667,MXN,1832934.4,97452.45,150,150,649.683,12331.11333,19.263462,-99.104913
Apartamento,Álvaro Obregón,"19.340202,-99.257774",3000000,MXN,2972861.16,158059.45,100,100,1580.5945000000002,30000,19.340202,-99.257774
Apartamento,Tlalpan,"19.298168,-99.113106",1790000,MXN,1773807.06,94308.8,57,57,1654.540350877193,31403.50877,19.298168,-99.113106
Apartamento,Benito Juárez,"19.39912,-99.141464",2439076,MXN,2417584.59,128536.81,62,62,2073.174355,39339.93548,19.39912,-99.141464
Casa,Miguel Hidalgo,"19.401079,-99.24807",7401000,MXN,7334048.43,389932.66,420,420,928.4110952380952,17621.42857,19.401079,-99.24807
Casa,Coyoacán,"19.3439785,-99.1248628",4670000,MXN,4628851.22,246104.22,275,327,894.9244364,14281.34557,19.3439785,-99.1248628
Apartamento,Benito Juárez,"19.369509,-99.172532",1710000,MXN,1694530.74,90093.88,70,70,1287.0554285714286,24428.57143,19.369509,-99.172532
Apartamento,Miguel Hidalgo,"19.456595,-99.20456",751000,MXN,744206.07,39567.54,59,59,670.6362711864407,12728.81356,19.456595,-99.20456
Apartamento,Cuauhtémoc,"19.4179232,-99.1483827",630000,MXN,624448.78,33200.35,50,50,664.007,12600,19.4179232,-99.1483827
Casa,Álvaro Obregón,"19.367024,-99.180497",4386000,MXN,4347353.61,231137.71,360,360,642.0491944444444,12183.33333,19.367024,-99.180497
Apartamento,Miguel Hidalgo,"19.443178,-99.20237",8369168,MXN,8293458.17,440942.03,255,255,1729.1844313725492,32820.26667,19.443178,-99.20237
Casa,Tlalpan,"19.300504,-99.122136",2860000,MXN,2834127.6,150683.34,140,140,1076.3095714285714,20428.57143,19.300504,-99.122136
Casa,Tláhuac,"19.270566,-99.004846",1600000,MXN,1585901.87,84318.36,110,220,766.5305455,7272.727273,19.270566,-99.004846
Apartamento,Coyoacán,"19.307754,-99.12497",616235,MXN,610805.09,32474.95,86,86,377.61569767441864,7165.523256,19.307754,-99.12497
Apartamento,Miguel Hidalgo,"19.3813197,-99.1996895",3607700,MXN,3575911.51,190122.1,97,97,1960.021649,37192.78351,19.3813197,-99.1996895
Apartamento,Iztacalco,"19.410307,-99.065399",820000,MXN,812581.93,43202.91,50,50,864.0582,16400,19.410307,-99.065399
Apartamento,Cuauhtémoc,"19.461871,-99.129227",1231000,MXN,1219864.01,64857.06,80,80,810.71325,15387.5,19.461871,-99.129227
Casa,Miguel Hidalgo,"19.420166,-99.220367",2000000,USD,37617000,2000000,413,550,4842.615012,3636.363636,19.420166,-99.220367
Apartamento,Gustavo A Madero,"19.527836,-99.169827",652679,MXN,646774.66,34387.36,60,60,573.1226666666666,10877.98333,19.527836,-99.169827
Casa,Cuajimalpa,"19.4037619,-99.2513326",14000000,MXN,13876642.15,737785.69,500,420,1475.57138,33333.33333,19.4037619,-99.2513326
Casa,Gustavo A Madero,"19.456919,-99.105499",1090095,MXN,1080233.65,57433.27,148,148,388.0626351351351,7365.506757,19.456919,-99.105499
Apartamento,Iztapalapa,"19.359004,-99.092622",351020,MXN,347926.96,18498.39,42,42,440.4378571428571,8357.619048,19.359004,-99.092622
Apartamento,Benito Juárez,"19.3638234,-99.1444714",2495000,MXN,2540230.68,135057.59,93,79,1452.232151,31582.27848,19.3638234,-99.1444714
Apartamento,Álvaro Obregón,"19.359897,-99.18956",891000,MXN,882939.64,46943.65,80,80,586.795625,11137.5,19.359897,-99.18956
Casa,Miguel Hidalgo,"19.420166,-99.220367",17000000,MXN,16846213.33,895670.22,291,291,3077.9045360824744,58419.24399,19.420166,-99.220367
Apartamento,Benito Juárez,"19.371992,-99.157853",1688000,MXN,1672729.8,88934.78,45,45,1976.3284444444444,37511.11111,19.371992,-99.157853
Apartamento,Iztapalapa,"19.346609,-99.072311",523000,MXN,518268.78,27555.03,44,44,626.2506818181818,11886.36364,19.346609,-99.072311
Apartamento,Miguel Hidalgo,"19.445816,-99.170462",1139635,MXN,1129325.53,60043.36,70,70,857.7622857142857,16280.5,19.445816,-99.170462
Tienda,Cuauhtémoc,"19.441646,-99.151884",4250000,MXN,4211553.23,223917.55,355,355,630.753662,11971.83099,19.441646,-99.151884
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",4300000,MXN,4261101.03,226551.88,60,60,3775.864667,71666.66667,19.407269,-99.190754
Apartamento,Benito Juárez,"19.368544,-99.163605",3650000,MXN,3616981,192305.66,85,85,2262.419529411765,42941.17647,19.368544,-99.163605
Casa,Álvaro Obregón,"19.340695,-99.211606",5590000,MXN,5539431.27,294517.44,297,297,991.6412121212121,18821.54882,19.340695,-99.211606
Apartamento,Cuauhtémoc,"19.444865,-99.156877",1544102,MXN,1530496.35,81372.59,60,60,1356.2098333333333,25735.03333,19.444865,-99.156877
Apartamento,Benito Juárez,"19.381729,-99.164986",3100000,MXN,3071956.38,163328.09,100,100,1633.2809,31000,19.381729,-99.164986
Apartamento,Álvaro Obregón,"19.377369,-99.198052",1830000,MXN,1813445.22,96416.26,62,62,1555.1009677419354,29516.12903,19.377369,-99.198052
Apartamento,Miguel Hidalgo,"19.444584,-99.174675",500000,MXN,495594.19,26349.48,42,42,627.3685714285714,11904.7619,19.444584,-99.174675
Apartamento,Coyoacán,"19.352333,-99.121169",1174516,MXN,1163890.85,61881.11,70,70,884.0158571428572,16778.8,19.352333,-99.121169
Apartamento,Benito Juárez,"19.390525,-99.179751",18000000,MXN,17837166.99,948356.7,567,567,1672.5867724867724,31746.03175,19.390525,-99.179751
