tipo_de_propiedad,lugar,lat-lon,precio,moneda,precio_aprox_local,precio_aprox_usd,superficie_total_en_m2,superficie_cubierta_en_m2,precio_por_m2_usd,precio_por_m2,lat,lon
Casa,Iztapalapa,"19.319557,-99.092189",1128794,MXN,1118582.49,59472.18,80,80,743.40225,14109.925,19.319557,-99.092189
Casa,Azcapotzalco,"19.484102,-99.184360",2675000,MXN,2650801.15,140936.34,294,294,479.3753061,9098.639456,19.484102,-99.18436
Apartamento,Iztapalapa,"19.348586,-99.115129",773760,MXN,766942.16,40776.36,65,65,627.3286153846154,11904,19.348586,-99.115129
Casa,Iztapalapa,"19.358097,-99.077102",1698000,MXN,1682639.25,89461.64,158,158,566.2129113924051,10746.83544,19.358097,-99.077102
Casa,Iztapalapa,"19.359004,-99.092622",2035000,MXN,2017069.05,107242.42,250,304,428.96968,6694.078947,19.359004,-99.092622
Casa,Cuajimalpa,"19.3920488,-99.2552314",22000000,MXN,21806151.89,1159377.51,884,984,1311.51302,22357.72358,19.3920488,-99.2552314
Casa,Miguel Hidalgo,"19.2464696,-99.1013498",9895050,MXN,9807861.97,521459.02,569,1025,916.4481898,9653.707317,19.2464696,-99.1013498
Apartamento,Gustavo A Madero,"19.475745,-99.095737",1108800,MXN,1098769.43,58418.77,74,74,789.4428378378378,14983.78378,19.475745,-99.095737
Apartamento,Benito Juárez,"19.371992,-99.157853",3265000,MXN,3235463.74,172021.36,100,62,1720.2136,52661.29032,19.371992,-99.157853
Casa,Coyoacán,"19.328662,-99.159414",1218000,MXN,1206981.5,64172.13,120,120,534.76775,10150,19.328662,-99.159414
Apartamento,Cuauhtémoc,"19.441695,-99.142965",663700,MXN,657695.81,34968.01,67,67,521.9105970149254,9905.970149,19.441695,-99.142965
Casa,Iztapalapa,"19.371365016,-99.1150549652",3900000,MXN,3865635.95,205526.01,375,170,548.06936,22941.17647,19.37136502,-99.11505497
Apartamento,Tlalpan,"19.281423,-99.141801",919472,MXN,911154.08,48443.74,70,70,692.0534285714285,13135.31429,19.281423,-99.141801
Apartamento,Azcapotzalco,"19.511896,-99.194208",735000,MXN,728523.54,38733.74,55,55,704.2498181818181,13363.63636,19.511896,-99.194208
Apartamento,Iztapalapa,"19.359004,-99.092622",276760,MXN,274321.22,14584.96,44,44,331.4763636,6290,19.359004,-99.092622
Casa,Miguel Hidalgo,"19.401079,-99.24807",1750000,USD,32914875,1750000,650,1000,2692.307692,1750,19.401079,-99.24807
Apartamento,Cuauhtémoc,"23.634501,-102.552788",799000,MXN,791772.02,42096.5,31,31,1357.9516129032259,25774.19355,23.634501,-102.552788
Casa,Álvaro Obregón,"19.324822,-99.195327",17400000,MXN,17242594.75,916744.81,350,350,2619.2708857142857,49714.28571,19.324822,-99.195327
Casa,Álvaro Obregón,"19.320576,-99.20929",25000000,MXN,24773843.16,1317162.09,900,1200,1463.513433,20833.33333,19.320576,-99.20929
Apartamento,Azcapotzalco,"19.472155,-99.161186",1785000,MXN,1768852.34,94045.37,65,65,1446.851846153846,27461.53846,19.472155,-99.161186
Casa,Álvaro Obregón,"19.325361,-99.26414",2249000,MXN,2229183.42,118520,100,100,1185.2,22490,19.325361,-99.26414
Apartamento,Coyoacán,"19.334652,-99.176803",1530000,MXN,1516159.2,80610.32,60,60,1343.5053333333335,25500,19.334652,-99.176803
Apartamento,Álvaro Obregón,"19.364099,-99.26406",1700000,USD,31974450,1700000,560,560,3035.714285714286,3035.714286,19.364099,-99.26406
Apartamento,Miguel Hidalgo,"19.420166,-99.220367",28000000,MXN,27753284.3,1475571.38,570,570,2588.7217192982453,49122.80702,19.420166,-99.220367
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",1327230,USD,24963205.45,1327230,2618,199,506.9633308,6669.497487,19.407269,-99.190754
Apartamento,Venustiano Carranza,"19.4257203325,-99.0602016449",607000,MXN,601508.8,31980.69,60,60,533.0115,10025.146666666667,19.42572033,-99.06020164
Casa,Tlalpan,"19.27639,-99.180214",17738456,MXN,17582157.58,934798.5,200,200,4673.9925,88692.28,19.27639,-99.180214
Apartamento,Venustiano Carranza,"19.4113140768,-99.1157716513",990000,MXN,981276.68,52171.98,47,47,1110.042128,21063.82979,19.41131408,-99.11577165
Apartamento,Benito Juárez,"19.377166,-99.187612",1072667,MXN,1062963.31,56515.05,85,85,664.8829411764706,12619.61176,19.377166,-99.187612
Casa,Magdalena Contreras,"19.312578,-99.236298",7450000,MXN,7382605.21,392514.3,146,146,2688.454109589041,51027.39726,19.312578,-99.236298
Casa,Álvaro Obregón,"19.353592,-99.177275",4386000,MXN,4346322.91,231082.91,360,360,641.8969722222222,12183.33333,19.353592,-99.177275
Apartamento,Cuauhtémoc,"19.430132,-99.169144",4700000,MXN,4658586.89,247685.19,100,100,2476.8519,47000,19.430132,-99.169144
Casa,Iztapalapa,"19.315148,-99.090416",2700000,MXN,2675574.95,142253.5,225,225,632.2377777777778,12000,19.315148,-99.090416
Apartamento,Magdalena Contreras,"19.304898,-99.241515",2050000,MXN,2031455.11,108007.29,55,55,1963.768909090909,37272.72727,19.304898,-99.241515
Apartamento,Cuajimalpa,"19.366901,-99.297272",3360000,MXN,3329604.42,177026.58,120,120,1475.2214999999999,28000,19.366901,-99.297272
Apartamento,Venustiano Carranza,"19.455139,-99.12884",514003,MXN,509473.92,27087.43,50,50,541.7486,10280.06,19.455139,-99.12884
Apartamento,Cuauhtémoc,"19.446829,-99.159454",3095000,MXN,3067001.65,163064.66,65,65,2508.687076923077,47615.38462,19.446829,-99.159454
Apartamento,Álvaro Obregón,"19.390806,-99.195413",642667,MXN,636853.17,33859.86,70,70,483.7122857142857,9180.957143,19.390806,-99.195413
Casa,Cuajimalpa,"19.390415,-99.254997",21000000,MXN,20814963.31,1106678.54,555,555,1994.015387,37837.83784,19.390415,-99.254997
Apartamento,Benito Juárez,"19.394073,-99.153915",5715000,MXN,5664643.59,301174.66,151,129,1994.534172,44302.32558,19.394073,-99.153915
Apartamento,Venustiano Carranza,"19.421296,-99.06582",610000,MXN,604481.67,32138.75,67,67,479.68283582089555,9104.477612,19.421296,-99.06582
Casa,Gustavo A Madero,"19.491513,-99.095052",1714000,MXN,1698494.63,90304.63,218,218,414.24142201834866,7862.385321,19.491513,-99.095052
Casa,Azcapotzalco,"19.469769,-99.157379",1300000,MXN,1288239.68,68492.42,96,96,713.4627083333334,13541.66667,19.469769,-99.157379
Apartamento,Álvaro Obregón,"19.341894,-99.224525",2979100,MXN,2952150.18,156958.3,96,96,1634.9822916666665,31032.29167,19.341894,-99.224525
Apartamento,Coyoacán,"19.348122,-99.125716",1648661,MXN,1633746.74,86862.15,75,75,1158.162,21982.14667,19.348122,-99.125716
Apartamento,Cuauhtémoc,"19.417364,-99.159454",12500000,MXN,12386921.49,658581.04,178,178,3699.893483,70224.7191,19.417364,-99.159454
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",882813,USD,16604388.31,882813,159,159,5552.2830188679245,5552.283019,19.407269,-99.190754
Casa,Miguel Hidalgo,"19.437841,-99.220367",9403995,MXN,9318923.92,495463.43,288,288,1720.3591319444445,32652.76042,19.437841,-99.220367
Tienda,Cuauhtémoc,"19.412235,-99.129707",4700000,MXN,4658586.89,247685.19,175,102,1415.343943,46078.43137,19.412235,-99.129707
Apartamento,Cuauhtémoc,"19.409369,-99.171906",3845484,MXN,3810696.7,202605.03,90,90,2251.167,42727.6,19.409369,-99.171906
Casa,Tlalpan,"19.301018,-99.198623",13000000,MXN,12882398.32,684924.28,390,390,1756.2161025641026,33333.33333,19.301018,-99.198623
Apartamento,Álvaro Obregón,"19.358585,-99.185753",2100000,MXN,2081002.72,110641.61,70,70,1580.5944285714286,30000,19.358585,-99.185753
Casa,Gustavo A Madero,"19.540075,-99.137215",1090095,MXN,1080233.65,57433.27,90,90,638.1474444444444,12112.16667,19.540075,-99.137215
Casa,Iztapalapa,"19.3722718,-99.110384",5800000,MXN,5748894.57,305654.07,209,485,1462.459665,11958.76289,19.3722718,-99.110384
Apartamento,Benito Juárez,"19.394358,-99.177444",5087600,MXN,5041576.1,268047.75,87,87,3081.0086206896553,58478.16092,19.394358,-99.177444
Apartamento,Cuauhtémoc,"19.402517,-99.165594",8333000,MXN,8257617.25,439036.46,257,257,1708.313073929961,32424.12451,19.402517,-99.165594
Casa,Gustavo A Madero,"19.500286,-99.122093",2250000,MXN,2229645.73,118544.58,180,180,658.581,12500,19.500286,-99.122093
Casa,Tlalpan,"19.214554,-99.20929",2800000,MXN,2774670.35,147522.15,198,198,745.0613636363636,14141.41414,19.214554,-99.20929
Apartamento,Benito Juárez,"19.395835,-99.135191",1470000,MXN,1457047.28,77467.49,70,70,1106.6784285714286,21000,19.395835,-99.135191
Tienda,Cuauhtémoc,"19.446823,-99.130394",300000,MXN,297356.55,15809.69,2,2,7904.845,150000,19.446823,-99.130394
Apartamento,Benito Juárez,"19.397983,-99.146696",1475000,MXN,1462003.32,77730.99,68,68,1143.1027941176471,21691.17647,19.397983,-99.146696
Apartamento,Benito Juárez,"19.395835,-99.135191",1470000,MXN,1456701.96,77449.13,70,70,1106.4161428571429,21000,19.395835,-99.135191
Apartamento,Álvaro Obregón,"19.3969250978,-99.2316770556",4300000,MXN,4262111.42,226605.6,90,90,2517.84,47777.77778,19.3969251,-99.23167706
Apartamento,Miguel Hidalgo,"19.432609,-99.1941739",940500,USD,17689394.25,940500,165,165,5700,5700,19.432609,-99.1941739
Apartamento,Miguel Hidalgo,"19.401079,-99.24807",16750000,MXN,16598474.91,882498.6,305,305,2893.438033,54918.03279,19.401079,-99.24807
Apartamento,Benito Juárez,"19.3612714,-99.1719314",5985500,MXN,5932760.07,315429.73,95,95,3320.3129473684207,63005.26316,19.3612714,-99.1719314
Apartamento,Miguel Hidalgo,"19.400249,-99.177444",1980000,MXN,1962553.55,104343.97,127,127,821.606063,15590.55118,19.400249,-99.177444
Apartamento,Benito Juárez,"19.377383,-99.144978",1425559,MXN,1412662.98,75107.69,85,85,883.6198823529412,16771.28235,19.377383,-99.144978
Apartamento,Álvaro Obregón,"19.340202,-99.257774",4000000,MXN,3963814.82,210745.93,250,250,842.98372,16000,19.340202,-99.257774
Apartamento,Gustavo A Madero,"19.507448,-99.122674",2400000,MXN,2378288.93,126447.56,74,74,1708.750810810811,32432.43243,19.507448,-99.122674
Casa,Magdalena Contreras,"19.304898,-99.241515",3268980,MXN,3240176.03,172271.9,526,190,327.5131179,17205.15789,19.304898,-99.241515
Apartamento,Iztapalapa,"19.372248,-99.133377",1074851,MXN,1065127.42,56630.11,70,70,809.0015714285714,15355.01429,19.372248,-99.133377
Apartamento,Venustiano Carranza,"19.428152,-99.106194",1500000,MXN,1486430.48,79029.72,67,67,1179.5480597014925,22388.0597,19.428152,-99.106194
Apartamento,Cuauhtémoc,"19.413393,-99.131381",1455000,MXN,1441837.6,76658.83,53,53,1446.3930188679246,27452.83019,19.413393,-99.131381
Casa,Xochimilco,"19.270885,-99.1138",1630000,MXN,1615254.41,85878.96,118,118,727.7877966101695,13813.55932,19.270885,-99.1138
Apartamento,Coyoacán,"19.323772,-99.116562",979900,MXN,971035.45,51627.48,80,80,645.3435000000001,12248.75,19.323772,-99.116562
Apartamento,Álvaro Obregón,"19.390806,-99.195413",1250000,USD,23510625,1250000,447,447,2796.420582,2796.420582,19.390806,-99.195413
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",965140,USD,18152835.69,965140,175,175,5515.085714,5515.085714,19.407269,-99.190754
Apartamento,Benito Juárez,"19.40255,-99.157807",2550000,MXN,2526931.94,134350.53,78,78,1722.4426923076924,32692.30769,19.40255,-99.157807
Apartamento,Gustavo A Madero,"19.452751,-99.056419",1564924,MXN,1550767.21,82450.34,70,70,1177.8619999999999,22356.05714,19.452751,-99.056419
Apartamento,Álvaro Obregón,"19.33923,-99.218987",3550000,MXN,3517885.6,187037.01,100,100,1870.3701,35500,19.33923,-99.218987
Apartamento,Venustiano Carranza,"19.4201369532,-99.1115615889",890000,MXN,882157.95,46902.09,60,60,781.7015,14833.33333,19.42013695,-99.11156159
Apartamento,Benito Juárez,"19.382429,-99.160199",2250000,MXN,2229645.73,118544.58,90,90,1317.162,25000,19.382429,-99.160199
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",1551000,USD,29171983.5,1551000,282,282,5500,5500,19.407269,-99.190754
Apartamento,Cuajimalpa,"19.3781988833,-99.243106842",5700000,MXN,5649775.66,300384.17,88,88,3413.456477272727,64772.72727,19.37819888,-99.24310684
Casa,Cuajimalpa,"19.390415,-99.254997",760000,USD,14294460,760000,500,480,1520,1583.333333,19.390415,-99.254997
Apartamento,Tlalpan,"19.288275,-99.167125",1875000,MXN,1858038.11,98787.15,75,75,1317.162,25000,19.288275,-99.167125
Casa,Álvaro Obregón,"19.347138,-99.25617",5410000,MXN,5361059.54,285033.87,210,210,1357.3041428571428,25761.90476,19.347138,-99.25617
Casa,Azcapotzalco,"19.481972,-99.199944",5500000,MXN,5450245.5,289775.66,340,340,852.2813529411764,16176.47059,19.481972,-99.199944
Apartamento,Gustavo A Madero,"19.484912,-99.144884",711400,MXN,704964.39,37481.16,53,53,707.1916981132076,13422.64151,19.484912,-99.144884
Apartamento,Cuauhtémoc,"19.440749,-99.141649",650419,MXN,644535.13,34268.29,60,60,571.1381666666667,10840.31667,19.440749,-99.141649
Casa,Álvaro Obregón,"19.320576,-99.20929",19000000,MXN,18828120.83,1001043.19,640,640,1564.1299843749998,29687.5,19.320576,-99.20929
Apartamento,Cuauhtémoc,"19.4301322,-99.1691413",4535000,MXN,4495040.78,238989.86,91,91,2626.262198,49835.16484,19.4301322,-99.1691413
Casa,Gustavo A Madero,"19.495085,-99.093742",1500000,MXN,1486782.95,79048.46,124,218,637.4875806,6880.733945,19.495085,-99.093742
Casa,Xochimilco,"19.273571,-99.140654",4137334,MXN,4099906.54,217981.58,200,200,1089.9079,20686.67,19.273571,-99.140654
Casa,Álvaro Obregón,"19.390806,-99.195413",2638000,MXN,2614135.86,138986.94,212,212,655.5987735849056,12443.39623,19.390806,-99.195413
Casa,Álvaro Obregón,"19.380474,-99.245664",741000,MXN,734296.62,39040.68,120,120,325.339,6175,19.380474,-99.245664
Apartamento,Coyoacán,"19.307754,-99.12497",616235,MXN,610805.09,32474.95,86,86,377.61569767441864,7165.523256,19.307754,-99.12497
Casa,Miguel Hidalgo,"19.400524,-99.230064",24500000,MXN,24278366.34,1290818.85,2450,880,526.8648367,27840.90909,19.400524,-99.230064
Apartamento,Benito Juárez,"19.39912,-99.141464",3000000,MXN,2972861.16,158059.45,110,110,1436.904090909091,27272.72727,19.39912,-99.141464
Casa,Álvaro Obregón,"19.3588228,-99.1754789",7500000,MXN,7433915.36,395242.33,302,385,1308.749437,19480.51948,19.3588228,-99.1754789
Apartamento,Iztapalapa,"19.359004,-99.092622",982610,MXN,973720.93,51770.26,110,110,470.6387272727273,8932.818182,19.359004,-99.092622
Apartamento,Cuauhtémoc,"19.443178,-99.144234",1127000,MXN,1117069.54,59391.74,48,48,1237.3279166666666,23479.16667,19.443178,-99.144234
Apartamento,Iztapalapa,"19.342083,-99.0532159",471708,MXN,467440.69,24852.63,36,56,690.3508333,8423.357143,19.342083,-99.0532159
Apartamento,Gustavo A Madero,"19.4739758,-99.1324714",1100000,MXN,1090049.06,57955.13,56,56,1034.913036,19642.85714,19.4739758,-99.1324714
Apartamento,Miguel Hidalgo,"19.445816,-99.170462",1139635,MXN,1129593.18,60057.59,80,80,750.719875,14245.4375,19.445816,-99.170462
Apartamento,Benito Juárez,"19.368544,-99.163605",3500000,MXN,3469160.49,184446.42,105,105,1756.6325714285715,33333.33333,19.368544,-99.163605
Apartamento,Iztacalco,"23.634501,-102.552788",1191940,MXN,1181157.24,62799.12,53,53,1184.8890566037737,22489.43396,23.634501,-102.552788
Apartamento,Miguel Hidalgo,"19.281438,-99.194462",850000,MXN,842310.64,44783.51,72,72,621.9931944444445,11805.55556,19.281438,-99.194462
Apartamento,Benito Juárez,"19.3864346,-99.1594925",5100000,MXN,5053863.88,268701.06,136,136,1975.743088,37160.763823529414,19.3864346,-99.1594925
Apartamento,Venustiano Carranza,"19.412199,-99.124268",1028399,MXN,1019095.68,54182.72,130,130,416.7901538461538,7910.761538,19.412199,-99.124268
Apartamento,Álvaro Obregón,"19.3404937,-99.2138835",3500000,MXN,3469160.49,184446.42,130,130,1418.818615,26923.07692,19.3404937,-99.2138835
Casa,Miguel Hidalgo,"19.401079,-99.24807",3800000,USD,71472300,3800000,985,720,3857.86802,5277.777778,19.401079,-99.24807
Apartamento,Benito Juárez,"19.367025,-99.170349",3150000,MXN,3121504.17,165962.42,70,70,2370.8917142857144,45000,19.367025,-99.170349
Apartamento,Iztapalapa,"19.346609,-99.072311",545000,MXN,540069.71,28714.13,50,50,574.2826,10900,19.346609,-99.072311
Casa,Tlalpan,"19.281164,-99.20237",1400000,MXN,1387335.08,73761.07,105,105,702.4863809523811,13333.33333,19.281164,-99.20237
Casa,Benito Juárez,"19.387324,-99.169786",8500000,MXN,8423106.66,447835.11,270,270,1658.6485555555555,31481.48148,19.387324,-99.169786
Casa,Magdalena Contreras,"19.327536,-99.228082",4828000,MXN,4785459.06,254430.66,200,200,1272.1533,24140,19.327536,-99.228082
Apartamento,Miguel Hidalgo,"19.441336,-99.198153",4750000,MXN,4707030.06,250260.79,86,86,2910.009186046512,55232.55814,19.441336,-99.198153
Apartamento,Azcapotzalco,"19.473693,-99.164851",829333,MXN,821830.44,43694.63,70,70,624.209,11847.61429,19.473693,-99.164851
Apartamento,Cuauhtémoc,"19.445486,-99.142376",775000,MXN,767989.04,40832.02,55,55,742.4003636363635,14090.90909,19.445486,-99.142376
Apartamento,Cuauhtémoc,"19.416616,-99.160027",2810000,MXN,2784579.8,148049.01,70,70,2114.985857142857,40142.85714,19.416616,-99.160027
Apartamento,Tlalpan,"19.275206,-99.218292",6200000,MXN,6143912.94,326656.19,137,137,2384.3517518248177,45255.47445,19.275206,-99.218292
Apartamento,Cuajimalpa,"19.390415,-99.254997",830000,USD,15611055,830000,430,430,1930.2325581395348,1930.232558,19.390415,-99.254997
Casa,Magdalena Contreras,"19.306255,-99.234777",652000,MXN,646254.98,34359.73,90,90,381.7747777777778,7244.444444,19.306255,-99.234777
Casa,Coyoacán,"19.358008,-99.127094",1480667,MXN,1467272.33,78011.13,300,300,260.0371,4935.556667,19.358008,-99.127094
Apartamento,Benito Juárez,"19.377166,-99.187612",1082667,MXN,1072872.76,57041.91,75,75,760.5588,14435.56,19.377166,-99.187612
Apartamento,Cuauhtémoc,"19.443178,-99.144234",1127000,MXN,1116804.71,59377.66,48,48,1237.0345833333333,23479.16667,19.443178,-99.144234
Apartamento,Iztapalapa,"19.372248,-99.133377",1074852,MXN,1065128.55,56630.17,65,65,871.2333846153846,16536.18462,19.372248,-99.133377
Apartamento,Álvaro Obregón,"19.366632,-99.1979",761173,MXN,754287.05,40103.52,60,60,668.3919999999999,12686.21667,19.366632,-99.1979
Casa,Gustavo A Madero,"19.491513,-99.095052",1785000,MXN,1769271.77,94067.67,130,130,723.5974615384615,13730.76923,19.491513,-99.095052
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",1669530,USD,31401355,1669530,3313,293,503.9329912,5698.054608,19.407269,-99.190754
Casa,Tlalpan,"19.288275,-99.167125",3936260,MXN,3901576.36,207436.87,250,300,829.74748,13120.86667,19.288275,-99.167125
Apartamento,Benito Juárez,"19.372684,-99.183678",8800000,MXN,8720392.68,463641.05,218,218,2126.7938073394494,40366.97248,19.372684,-99.183678
Casa,Tlalpan,"19.271916,-99.221458",3898000,MXN,3862737.56,205371.91,245,245,838.2526939,15910.20408,19.271916,-99.221458
Apartamento,Venustiano Carranza,"19.412199,-99.124268",1028399,MXN,1019095.68,54182.72,75,75,722.4362666666667,13711.98667,19.412199,-99.124268
Apartamento,Cuauhtémoc,"19.430718,-99.1583733",7314548,MXN,7447150.15,395945.99,79,79,5011.974557,94267.72341772153,19.430718,-99.1583733
Apartamento,Cuauhtémoc,"19.455981,-99.15008",1128000,MXN,1117795.73,59430.35,60,60,990.5058333333333,18800,19.455981,-99.15008
Apartamento,Cuauhtémoc,"19.416195,-99.157971",1245333,MXN,1234067.25,65612.21,90,90,729.0245555555556,13837.03333,19.416195,-99.157971
Apartamento,Benito Juárez,"19.377388,-99.175682",1204334,MXN,1193439.19,63452.12,80,80,793.1515,15054.175,19.377388,-99.175682
Apartamento,Tlalpan,"19.287568,-99.145853",3023939,MXN,2996583.57,159320.71,100,100,1593.2070999999999,30239.39,19.287568,-99.145853
Apartamento,Benito Juárez,"19.3872626,-99.1754024",4630000,MXN,4588115.77,243938.42,93,93,2622.993763,49784.94624,19.3872626,-99.1754024
Casa,Álvaro Obregón,"19.33981,-99.216052",4950000,MXN,4905220.87,260798.09,272,272,958.8165073529411,18198.52941,19.33981,-99.216052
Tienda,Venustiano Carranza,"19.410177,-99.08268",300000,MXN,297356.55,15809.69,20,20,790.4845,15000,19.410177,-99.08268
Apartamento,Miguel Hidalgo,"19.407269,-99.190754",1600000,USD,30093600,1600000,353,353,4532.577904,4532.577904,19.407269,-99.190754
Casa,Álvaro Obregón,"19.33923,-99.218987",6600000,MXN,6541845.51,347813.25,250,250,1391.253,26400,19.33923,-99.218987
Casa,Álvaro Obregón,"19.320576,-99.20929",7636666,MXN,7567582.48,402349.07,300,300,1341.1635666666666,25455.55333,19.320576,-99.20929
Apartamento,Benito Juárez,"19.363199,-99.158611",3650000,MXN,3617838.86,192351.27,82,82,2345.747195121951,44512.19512,19.363199,-99.158611
Casa,Miguel Hidalgo,"19.455666,-99.188522",3500000,MXN,3469160.49,184446.42,150,180,1229.6428,19444.44444,19.455666,-99.188522
Apartamento,Miguel Hidalgo,"19.401312,-99.173525",1313333,MXN,1301452.08,69194.89,104,104,665.3354807692308,12628.20192,19.401312,-99.173525
Casa,Coyoacán,"19.309208,-99.171906",1085333,MXN,1075514.6,57182.37,66,66,866.3995454545455,16444.43939,19.309208,-99.171906
Apartamento,Tlalpan,"19.2812105381,-99.1870808601",666630,MXN,660755.95,35130.71,71,71,494.7987324,9389.15493,19.28121054,-99.18708086
Casa,Gustavo A Madero,"19.508428,-99.125896",4350000,MXN,4310648.64,229186.2,370,370,619.4221621621622,11756.75676,19.508428,-99.125896
Apartamento,Coyoacán,"19.343558,-99.15189",1273000,MXN,1261783.08,67085.79,80,80,838.572375,15912.5,19.343558,-99.15189
Apartamento,Benito Juárez,"19.399818,-99.150869",2860000,MXN,2834127.6,150683.34,128,128,1177.213594,22343.75,19.399818,-99.150869
Casa,Álvaro Obregón,"19.346523,-99.191292",37000000,MXN,36673983,1949862.19,1176,552,1658.04608,67028.98551,19.346523,-99.191292
Apartamento,Miguel Hidalgo,"19.399006,-99.175233",1980000,MXN,1962088.23,104319.23,127,127,821.4112598425196,15590.55118,19.399006,-99.175233
Apartamento,Azcapotzalco,"19.470991,-99.168165",837810,MXN,830230.88,44141.26,65,65,679.0963076923077,12889.38462,19.470991,-99.168165
Apartamento,Cuauhtémoc,"19.4569412,-99.1563121",730000,MXN,723396.16,38461.13,60,60,641.0188333,12166.66667,19.4569412,-99.1563121
Casa,Gustavo A Madero,"19.473623,-99.124863",1993333,MXN,1975300.64,105021.7,120,120,875.1808333333333,16611.10833,19.473623,-99.124863
Apartamento,Benito Juárez,"19.380943,-99.152453",3699999,MXN,3667397.19,194986.16,120,120,1624.8846666666666,30833.325,19.380943,-99.152453
Apartamento,Azcapotzalco,"19.472155,-99.161186",1950048,MXN,1932865.47,102765.53,68,68,1511.257794117647,28677.17647,19.472155,-99.161186
Apartamento,Álvaro Obregón,"19.3569503,-99.2360526",1100000,MXN,1090307.49,57968.87,52,89,1114.785962,12359.55056,19.3569503,-99.2360526
Casa,Álvaro Obregón,"19.364233,-99.243773",2360000,MXN,2339205.24,124369.58,190,190,654.5767368421052,12421.05263,19.364233,-99.243773
Apartamento,Benito Juárez,"19.380689,-99.149084",1080667,MXN,1070890.91,56936.54,80,80,711.70675,13508.3375,19.380689,-99.149084
Apartamento,Coyoacán,"19.322523,-99.141464",2850000,MXN,2824217.96,150156.47,78,78,1925.0829487179487,36538.46154,19.322523,-99.141464
Apartamento,Venustiano Carranza,"19.452253,-99.124704",1113335,MXN,1103263.35,58657.7,233,233,251.7497854077253,4778.261803,19.452253,-99.124704
Apartamento,Benito Juárez,"19.390748,-99.158695",2500000,MXN,2477384.14,131716.2,129,129,1021.0558139534885,19379.84496,19.390748,-99.158695
Apartamento,Coyoacán,"19.337112,-99.144234",3600000,MXN,3568279.4,189716.32,96,96,1976.2116666666668,37500,19.337112,-99.144234
Casa,Miguel Hidalgo,"19.401079,-99.24807",20900000,MXN,20715844.4,1101408.64,760,682,1449.221895,30645.16129,19.401079,-99.24807
Apartamento,Coyoacán,"19.338455,-99.122483",1860000,MXN,1843173.75,97996.85,56,56,1749.9437500000001,33214.28571,19.338455,-99.122483
Apartamento,Cuauhtémoc,"19.446829,-99.159454",2311800,MXN,2290886.77,121800.61,67,67,1817.919552238806,34504.47761,19.446829,-99.159454
Casa,Coyoacán,"19.342077,-99.127866",6310000,MXN,6254400.84,332530.55,190,190,1750.1607894736842,33210.52632,19.342077,-99.127866
Apartamento,Coyoacán,"19.344351,-99.162515",3600000,MXN,3567433.39,189671.34,96,96,1975.743125,37500,19.344351,-99.162515
Apartamento,Iztapalapa,"19.348586,-99.115129",773769,MXN,766769.12,40767.16,50,50,815.3432,15475.38,19.348586,-99.115129
Apartamento,Tlalpan,"19.275206,-99.218292",6580000,MXN,6520475.48,346677.06,160,160,2166.731625,41125,19.275206,-99.218292
Casa,Cuauhtémoc,"19.410687,-99.138477",3090000,MXN,3062046.93,162801.23,250,250,651.20492,12360,19.410687,-99.138477
Apartamento,Cuauhtémoc,"19.427607,-99.160835",1100000,MXN,1090049.06,57955.13,80,80,724.439125,13750,19.427607,-99.160835
Apartamento,Miguel Hidalgo,"19.398383,-99.188268",700000,MXN,693667.44,36880.53,60,60,614.6754999999999,11666.66667,19.398383,-99.188268
Casa,Benito Juárez,"19.360285,-99.148336",2804666,MXN,2779294.05,147767.98,260,260,568.3383846153847,10787.17692,19.360285,-99.148336
Apartamento,Benito Juárez,"19.390912,-99.172242",4850000,MXN,4806125.47,255529.44,122,122,2094.503606557377,39754.09836,19.390912,-99.172242
Apartamento,Iztapalapa,"19.375983,-99.017354",685000,MXN,678964.27,36098.8,56,56,644.6214285714286,12232.14286,19.375983,-99.017354
Apartamento,Cuajimalpa,"19.357350,-99.299792",1706400,MXN,1690963.33,89904.21,47,47,1912.8555319148938,36306.38298,19.35735,-99.299792
Casa,Álvaro Obregón,"19.361792,-99.190096",949000,MXN,940415.03,49999.47,197,197,253.80441624365483,4817.258883,19.361792,-99.190096
Apartamento,Miguel Hidalgo,"19.4282002,-99.1862648",1800000,USD,33855300,1800000,250,250,7200,7200,19.4282002,-99.1862648
Apartamento,Coyoacán,"19.350214,-99.162146",2477000,MXN,2454592.38,130504.42,60,60,2175.0736666666667,41283.33333,19.350214,-99.162146
Apartamento,Iztacalco,"19.410307,-99.065399",840548,MXN,832944.01,44285.51,44,44,1006.4888636363637,19103.36364,19.410307,-99.065399
Apartamento,Cuauhtémoc,"19.441646,-99.151884",450000,MXN,446034.92,23714.54,41,41,578.4034146341463,10975.60976,19.441646,-99.151884
Apartamento,Miguel Hidalgo,"19.425295,-99.225453",5913333,MXN,5859839.33,311552.72,120,120,2596.2726666666663,49277.775,19.425295,-99.225453
Apartamento,Álvaro Obregón,"19.357464,-99.207909",5000000,MXN,4954768.48,263432.41,120,120,2195.2700833333333,41666.66667,19.357464,-99.207909
